ARTIGO_COR,ARTIGO,DESC_PRODUTO,COR,COR_DESCRICAO,NEGOCIO,PARTE,GRUPO,GENERO,COD_COTA,COLECAO,PIRAMIDE
58PY1FEN,58PY,KIT DE BODY MM,1F,CODIFICAÇÃO 1F,HERING KIDS,TOPS,BODIES,UNISSEX,124,OUTONO 2024,ESSENCIAL
58PY1FEN,58PY,KIT DE BODY MM,1F,CODIFICAÇÃO 1F,HERING KIDS,TOPS,BODIES,UNISSEX,224,INVERNO 2024,ESSENCIAL
58Q0MD6EN,58Q0,BODY MM,MD6,BRANCO MESCLA,HERING KIDS,TOPS,BODIES,UNISSEX,424,VERAO 2024,ESSENCIAL
58Q0MD6EN,58Q0,BODY MM,MD6,BRANCO MESCLA,HERING KIDS,TOPS,BODIES,UNISSEX,124,OUTONO 2024,ESSENCIAL
58Q0MD6EN,58Q0,BODY MM,MD6,BRANCO MESCLA,HERING KIDS,TOPS,BODIES,UNISSEX,224,INVERNO 2024,ESSENCIAL
58Q0AXTEN,58Q0,BODY MM,AXT,AZUL ESCURO,HERING KIDS,TOPS,BODIES,UNISSEX,424,VERAO 2024,ESSENCIAL
58Q0AXTEN,58Q0,BODY MM,AXT,AZUL ESCURO,HERING KIDS,TOPS,BODIES,UNISSEX,124,OUTONO 2024,ESSENCIAL
58Q0AXTEN,58Q0,BODY MM,AXT,AZUL ESCURO,HERING KIDS,TOPS,BODIES,UNISSEX,224,INVERNO 2024,ESSENCIAL
58Q0KLNEN,58Q0,BODY MM,KLN,ROSA CLARO,HERING KIDS,TOPS,BODIES,UNISSEX,424,VERAO 2024,ESSENCIAL
58Q0KLNEN,58Q0,BODY MM,KLN,ROSA CLARO,HERING KIDS,TOPS,BODIES,UNISSEX,124,OUTONO 2024,ESSENCIAL
58Q0KLNEN,58Q0,BODY MM,KLN,ROSA CLARO,HERING KIDS,TOPS,BODIES,UNISSEX,224,INVERNO 2024,ESSENCIAL
58Q0AZ5EN,58Q0,BODY MM,AZ5,AZUL CLARO,HERING KIDS,TOPS,BODIES,UNISSEX,424,VERAO 2024,ESSENCIAL
58Q0AZ5EN,58Q0,BODY MM,AZ5,AZUL CLARO,HERING KIDS,TOPS,BODIES,UNISSEX,124,OUTONO 2024,ESSENCIAL
58Q0AZ5EN,58Q0,BODY MM,AZ5,AZUL CLARO,HERING KIDS,TOPS,BODIES,UNISSEX,224,INVERNO 2024,ESSENCIAL
58Q0N0AEN,58Q0,BODY MM,N0A,BRANCO ,HERING KIDS,TOPS,BODIES,UNISSEX,424,VERAO 2024,ESSENCIAL
58Q0N0AEN,58Q0,BODY MM,N0A,BRANCO ,HERING KIDS,TOPS,BODIES,UNISSEX,124,OUTONO 2024,ESSENCIAL
58Q0N0AEN,58Q0,BODY MM,N0A,BRANCO ,HERING KIDS,TOPS,BODIES,UNISSEX,224,INVERNO 2024,ESSENCIAL
58Q11FEN,58Q1,KIT DE BODY ML,1F,CODIFICAÇÃO 1F,HERING KIDS,TOPS,BODIES,UNISSEX,424,VERAO 2024,ESSENCIAL
58Q11FEN,58Q1,KIT DE BODY ML,1F,CODIFICAÇÃO 1F,HERING KIDS,TOPS,BODIES,UNISSEX,124,OUTONO 2024,ESSENCIAL
58Q11FEN,58Q1,KIT DE BODY ML,1F,CODIFICAÇÃO 1F,HERING KIDS,TOPS,BODIES,UNISSEX,224,INVERNO 2024,ESSENCIAL
58Q11HEN,58Q1,KIT DE BODY ML,1H,CODIFICAÇÃO 1H,HERING KIDS,TOPS,BODIES,UNISSEX,424,VERAO 2024,ESSENCIAL
58Q11HEN,58Q1,KIT DE BODY ML,1H,CODIFICAÇÃO 1H,HERING KIDS,TOPS,BODIES,UNISSEX,124,OUTONO 2024,ESSENCIAL
58Q11HEN,58Q1,KIT DE BODY ML,1H,CODIFICAÇÃO 1H,HERING KIDS,TOPS,BODIES,UNISSEX,224,INVERNO 2024,ESSENCIAL
58Q11GEN,58Q1,KIT DE BODY ML,1G,CODIFICAÇÃO 1G,HERING KIDS,TOPS,BODIES,UNISSEX,424,VERAO 2024,ESSENCIAL
58Q11GEN,58Q1,KIT DE BODY ML,1G,CODIFICAÇÃO 1G,HERING KIDS,TOPS,BODIES,UNISSEX,124,OUTONO 2024,ESSENCIAL
58Q11GEN,58Q1,KIT DE BODY ML,1G,CODIFICAÇÃO 1G,HERING KIDS,TOPS,BODIES,UNISSEX,224,INVERNO 2024,ESSENCIAL
58Q1N0AEN,58Q1,KIT DE BODY ML,N0A,BRANCO ,HERING KIDS,TOPS,BODIES,UNISSEX,424,VERAO 2024,ESSENCIAL
58Q1N0AEN,58Q1,KIT DE BODY ML,N0A,BRANCO ,HERING KIDS,TOPS,BODIES,UNISSEX,124,OUTONO 2024,ESSENCIAL
58Q1N0AEN,58Q1,KIT DE BODY ML,N0A,BRANCO ,HERING KIDS,TOPS,BODIES,UNISSEX,224,INVERNO 2024,ESSENCIAL
58QK1BEN,58QK,BODY MM FEM,1B,CODIFICAÇÃO 1B,HERING KIDS,INTEIROS,VESTIDOS,FEMININO,424,VERAO 2024,CORE
58QK1CEN,58QK,BODY MM FEM,1C,CODIFICAÇÃO 1C,HERING KIDS,INTEIROS,VESTIDOS,FEMININO,424,VERAO 2024,CORE
58R3KLNEN,58R3,MACACAO ML UNISSEX,KLN,ROSA CLARO,HERING KIDS,INTEIROS,MACACOES,UNISSEX,424,VERAO 2024,ESSENCIAL
58R3KLNEN,58R3,MACACAO ML UNISSEX,KLN,ROSA CLARO,HERING KIDS,INTEIROS,MACACOES,UNISSEX,124,OUTONO 2024,ESSENCIAL
58R3KLNEN,58R3,MACACAO ML UNISSEX,KLN,ROSA CLARO,HERING KIDS,INTEIROS,MACACOES,UNISSEX,224,INVERNO 2024,ESSENCIAL
58R3AZ5EN,58R3,MACACAO ML UNISSEX,AZ5,AZUL CLARO,HERING KIDS,INTEIROS,MACACOES,UNISSEX,424,VERAO 2024,ESSENCIAL
58R3AZ5EN,58R3,MACACAO ML UNISSEX,AZ5,AZUL CLARO,HERING KIDS,INTEIROS,MACACOES,UNISSEX,124,OUTONO 2024,ESSENCIAL
58R3AZ5EN,58R3,MACACAO ML UNISSEX,AZ5,AZUL CLARO,HERING KIDS,INTEIROS,MACACOES,UNISSEX,224,INVERNO 2024,ESSENCIAL
58R3N0AEN,58R3,MACACAO ML UNISSEX,N0A,BRANCO ,HERING KIDS,INTEIROS,MACACOES,UNISSEX,424,VERAO 2024,ESSENCIAL
58R3N0AEN,58R3,MACACAO ML UNISSEX,N0A,BRANCO ,HERING KIDS,INTEIROS,MACACOES,UNISSEX,124,OUTONO 2024,ESSENCIAL
58R3N0AEN,58R3,MACACAO ML UNISSEX,N0A,BRANCO ,HERING KIDS,INTEIROS,MACACOES,UNISSEX,224,INVERNO 2024,ESSENCIAL
58R3AXTEN,58R3,MACACAO ML UNISSEX,AXT,AZUL ESCURO,HERING KIDS,INTEIROS,MACACOES,UNISSEX,424,VERAO 2024,ESSENCIAL
58R3AXTEN,58R3,MACACAO ML UNISSEX,AXT,AZUL ESCURO,HERING KIDS,INTEIROS,MACACOES,UNISSEX,124,OUTONO 2024,ESSENCIAL
58R3AXTEN,58R3,MACACAO ML UNISSEX,AXT,AZUL ESCURO,HERING KIDS,INTEIROS,MACACOES,UNISSEX,224,INVERNO 2024,ESSENCIAL
58RM1AEN,58RM,KIT COM 3 CALCAS UNISSEX,1A,CODIFICAÇÃO 1A,HERING KIDS,BOTTOMS,CALCAS,UNISSEX,424,VERAO 2024,ESSENCIAL
58RM1AEN,58RM,KIT COM 3 CALCAS UNISSEX,1A,CODIFICAÇÃO 1A,HERING KIDS,BOTTOMS,CALCAS,UNISSEX,124,OUTONO 2024,ESSENCIAL
58RM1AEN,58RM,KIT COM 3 CALCAS UNISSEX,1A,CODIFICAÇÃO 1A,HERING KIDS,BOTTOMS,CALCAS,UNISSEX,224,INVERNO 2024,ESSENCIAL
58RQKMMEN,58RQ,BODY ML FEM,KMM,ROSA CLARO,HERING KIDS,TOPS,BODIES,FEMININO,124,OUTONO 2024,CORE
58RQKMMEN,58RQ,BODY ML FEM,KMM,ROSA CLARO,HERING KIDS,TOPS,BODIES,FEMININO,224,INVERNO 2024,CORE
58RU1BEN,58RU,CONJUNTO ML FEM,1B,CODIFICAÇÃO 1B,HERING KIDS,INTEIROS,CONJUNTOS,FEMININO,124,OUTONO 2024,CORE
58RU1BEN,58RU,CONJUNTO ML FEM,1B,CODIFICAÇÃO 1B,HERING KIDS,INTEIROS,CONJUNTOS,FEMININO,224,INVERNO 2024,CORE
58RU1AEN,58RU,CONJUNTO ML FEM,1A,CODIFICAÇÃO 1A,HERING KIDS,INTEIROS,CONJUNTOS,FEMININO,124,OUTONO 2024,CORE
58RU1AEN,58RU,CONJUNTO ML FEM,1A,CODIFICAÇÃO 1A,HERING KIDS,INTEIROS,CONJUNTOS,FEMININO,224,INVERNO 2024,CORE
58RWNKUEN,58RW,BODY MM,NKU,CINZA MEDIO,HERING KIDS,TOPS,BODIES,UNISSEX,124,OUTONO 2024,CORE
58RWNKUEN,58RW,BODY MM,NKU,CINZA MEDIO,HERING KIDS,TOPS,BODIES,UNISSEX,224,INVERNO 2024,CORE
58RWYX8EN,58RW,BODY MM,YX8,AMARELO CLARO,HERING KIDS,TOPS,BODIES,UNISSEX,424,VERAO 2024,CORE
58RWHJZEN,58RW,BODY MM,HJZ,MARROM CLARO,HERING KIDS,TOPS,BODIES,UNISSEX,124,OUTONO 2024,CORE
58RWHJZEN,58RW,BODY MM,HJZ,MARROM CLARO,HERING KIDS,TOPS,BODIES,UNISSEX,224,INVERNO 2024,CORE
58T0YVMEN,58T0,MACACAO ML UNISSEX,YVM,AMARELO CLARO,HERING KIDS,INTEIROS,MACACOES,UNISSEX,124,OUTONO 2024,NEWNESS
58T0YVMEN,58T0,MACACAO ML UNISSEX,YVM,AMARELO CLARO,HERING KIDS,INTEIROS,MACACOES,UNISSEX,224,INVERNO 2024,CORE
58T1NMCEN,58T1,BODY MM,NMC,BEGE CLARO,HERING KIDS,TOPS,BODIES,UNISSEX,124,OUTONO 2024,NEWNESS
58T1NMCEN,58T1,BODY MM,NMC,BEGE CLARO,HERING KIDS,TOPS,BODIES,UNISSEX,224,INVERNO 2024,CORE
58T2HLKEN,58T2,BODY ML,HLK,MARROM CLARO,HERING KIDS,TOPS,BODIES,UNISSEX,124,OUTONO 2024,NEWNESS
58T2HLKEN,58T2,BODY ML,HLK,MARROM CLARO,HERING KIDS,TOPS,BODIES,UNISSEX,224,INVERNO 2024,CORE
58T2NMCEN,58T2,BODY ML,NMC,BEGE CLARO,HERING KIDS,TOPS,BODIES,UNISSEX,124,OUTONO 2024,NEWNESS
58T2NMCEN,58T2,BODY ML,NMC,BEGE CLARO,HERING KIDS,TOPS,BODIES,UNISSEX,224,INVERNO 2024,CORE
58T21AEN,58T2,BODY ML,1A,CODIFICAÇÃO 1A,HERING KIDS,TOPS,BODIES,UNISSEX,124,OUTONO 2024,NEWNESS
58T21AEN,58T2,BODY ML,1A,CODIFICAÇÃO 1A,HERING KIDS,TOPS,BODIES,UNISSEX,224,INVERNO 2024,CORE
58T31AEN,58T3,MACACAO ML UNISSEX,1A,CODIFICAÇÃO 1A,HERING KIDS,INTEIROS,MACACOES,UNISSEX,124,OUTONO 2024,NEWNESS
58T31AEN,58T3,MACACAO ML UNISSEX,1A,CODIFICAÇÃO 1A,HERING KIDS,INTEIROS,MACACOES,UNISSEX,224,INVERNO 2024,CORE
58T41AEN,58T4,CONJUNTO UNISSEX,1A,CODIFICAÇÃO 1A,HERING KIDS,INTEIROS,CONJUNTOS,UNISSEX,124,OUTONO 2024,NEWNESS
58T41AEN,58T4,CONJUNTO UNISSEX,1A,CODIFICAÇÃO 1A,HERING KIDS,INTEIROS,CONJUNTOS,UNISSEX,224,INVERNO 2024,CORE
58T51AEN,58T5,CONJUNTO ML UNISSEX,1A,CODIFICAÇÃO 1A,HERING KIDS,INTEIROS,CONJUNTOS,UNISSEX,124,OUTONO 2024,NEWNESS
58T51AEN,58T5,CONJUNTO ML UNISSEX,1A,CODIFICAÇÃO 1A,HERING KIDS,INTEIROS,CONJUNTOS,UNISSEX,224,INVERNO 2024,CORE
58T61AEN,58T6,CONJUNTO UNISSEX,1A,CODIFICAÇÃO 1A,HERING KIDS,INTEIROS,CONJUNTOS,UNISSEX,124,OUTONO 2024,NEWNESS
58T61AEN,58T6,CONJUNTO UNISSEX,1A,CODIFICAÇÃO 1A,HERING KIDS,INTEIROS,CONJUNTOS,UNISSEX,224,INVERNO 2024,CORE
58T7WG6EN,58T7,BODY ML FEM,WG6,VERDE MEDIO,HERING KIDS,TOPS,BODIES,FEMININO,224,INVERNO 2024,CORE
58T91AEN,58T9,VESTIDO ML FEM,1A,CODIFICAÇÃO 1A,HERING KIDS,INTEIROS,VESTIDOS,FEMININO,124,OUTONO 2024,CORE
58T91AEN,58T9,VESTIDO ML FEM,1A,CODIFICAÇÃO 1A,HERING KIDS,INTEIROS,VESTIDOS,FEMININO,224,INVERNO 2024,CORE
58TA1AEN,58TA,CONJUNTO ML MASC,1A,CODIFICAÇÃO 1A,HERING KIDS,INTEIROS,CONJUNTOS,MASCULINO,124,OUTONO 2024,CORE
58TA1AEN,58TA,CONJUNTO ML MASC,1A,CODIFICAÇÃO 1A,HERING KIDS,INTEIROS,CONJUNTOS,MASCULINO,224,INVERNO 2024,CORE
58TB1BEN,58TB,CONJUNTO ML MASC,1B,CODIFICAÇÃO 1B,HERING KIDS,INTEIROS,CONJUNTOS,MASCULINO,124,OUTONO 2024,CORE
58TB1BEN,58TB,CONJUNTO ML MASC,1B,CODIFICAÇÃO 1B,HERING KIDS,INTEIROS,CONJUNTOS,MASCULINO,224,INVERNO 2024,CORE
58TB1AEN,58TB,CONJUNTO ML MASC,1A,CODIFICAÇÃO 1A,HERING KIDS,INTEIROS,CONJUNTOS,MASCULINO,124,OUTONO 2024,CORE
58TB1AEN,58TB,CONJUNTO ML MASC,1A,CODIFICAÇÃO 1A,HERING KIDS,INTEIROS,CONJUNTOS,MASCULINO,224,INVERNO 2024,CORE
58TB1CEN,58TB,CONJUNTO ML MASC,1C,CODIFICAÇÃO 1C,HERING KIDS,INTEIROS,CONJUNTOS,MASCULINO,224,INVERNO 2024,CORE
58TC1AEN,58TC,CONJUNTO ML MASC,1A,CODIFICAÇÃO 1A,HERING KIDS,INTEIROS,CONJUNTOS,MASCULINO,124,OUTONO 2024,CORE
58TC1AEN,58TC,CONJUNTO ML MASC,1A,CODIFICAÇÃO 1A,HERING KIDS,INTEIROS,CONJUNTOS,MASCULINO,224,INVERNO 2024,CORE
58TDYVYEN,58TD,BODY ML MASC,YVY,AMARELO CLARO,HERING KIDS,TOPS,BODIES,MASCULINO,124,OUTONO 2024,CORE
58TDYVYEN,58TD,BODY ML MASC,YVY,AMARELO CLARO,HERING KIDS,TOPS,BODIES,MASCULINO,224,INVERNO 2024,CORE
58TDHJZEN,58TD,BODY ML MASC,HJZ,MARROM CLARO,HERING KIDS,TOPS,BODIES,MASCULINO,124,OUTONO 2024,CORE
58TDHJZEN,58TD,BODY ML MASC,HJZ,MARROM CLARO,HERING KIDS,TOPS,BODIES,MASCULINO,224,INVERNO 2024,CORE
58TF1AEN,58TF,KIT 2 CALCAS MASCULINO,1A,CODIFICAÇÃO 1A,HERING KIDS,BOTTOMS,CALCAS,MASCULINO,124,OUTONO 2024,SAZONAL
58TF1AEN,58TF,KIT 2 CALCAS MASCULINO,1A,CODIFICAÇÃO 1A,HERING KIDS,BOTTOMS,CALCAS,MASCULINO,224,INVERNO 2024,SAZONAL
58TF1BEN,58TF,KIT 2 CALCAS MASCULINO,1B,CODIFICAÇÃO 1B,HERING KIDS,BOTTOMS,CALCAS,MASCULINO,124,OUTONO 2024,SAZONAL
58TF1BEN,58TF,KIT 2 CALCAS MASCULINO,1B,CODIFICAÇÃO 1B,HERING KIDS,BOTTOMS,CALCAS,MASCULINO,224,INVERNO 2024,SAZONAL
58TF1DEN,58TF,KIT 2 CALCAS MASCULINO,1D,CODIFICAÇÃO 1D,HERING KIDS,BOTTOMS,CALCAS,MASCULINO,424,VERAO 2024,CORE
58TF1CEN,58TF,KIT 2 CALCAS MASCULINO,1C,CODIFICAÇÃO 1C,HERING KIDS,BOTTOMS,CALCAS,MASCULINO,424,VERAO 2024,SAZONAL
58TF1CEN,58TF,KIT 2 CALCAS MASCULINO,1C,CODIFICAÇÃO 1C,HERING KIDS,BOTTOMS,CALCAS,MASCULINO,124,OUTONO 2024,SAZONAL
58TG1AEN,58TG,MACACAO ML UNISSEX,1A,CODIFICAÇÃO 1A,HERING KIDS,INTEIROS,MACACOES,UNISSEX,224,INVERNO 2024,CORE
58TH1AEN,58TH,CONJUNTO UNISSEX,1A,CODIFICAÇÃO 1A,HERING KIDS,INTEIROS,CONJUNTOS,UNISSEX,224,INVERNO 2024,CORE
58TJXLKEN,58TJ,BODY MM FEM,XLK,ROXO CLARO,HERING KIDS,TOPS,BODIES,FEMININO,124,OUTONO 2024,CORE
58TJXLKEN,58TJ,BODY MM FEM,XLK,ROXO CLARO,HERING KIDS,TOPS,BODIES,FEMININO,224,INVERNO 2024,CORE
58TKHJNEN,58TK,BODY ML FEM,HJN,MARROM CLARO,HERING KIDS,TOPS,BODIES,FEMININO,124,OUTONO 2024,CORE
58TKHJNEN,58TK,BODY ML FEM,HJN,MARROM CLARO,HERING KIDS,TOPS,BODIES,FEMININO,224,INVERNO 2024,CORE
58TKYVMEN,58TK,BODY ML FEM,YVM,AMARELO CLARO,HERING KIDS,TOPS,BODIES,FEMININO,124,OUTONO 2024,CORE
58TKYVMEN,58TK,BODY ML FEM,YVM,AMARELO CLARO,HERING KIDS,TOPS,BODIES,FEMININO,224,INVERNO 2024,CORE
58TL1BEN,58TL,KIT COM 3 CALCAS FEM,1B,CODIFICAÇÃO 1B,HERING KIDS,BOTTOMS,CALCAS,FEMININO,424,VERAO 2024,CORE
58TL1CEN,58TL,KIT COM 3 CALCAS FEM,1C,CODIFICAÇÃO 1C,HERING KIDS,BOTTOMS,CALCAS,FEMININO,424,VERAO 2024,CORE
58TL1AEN,58TL,KIT COM 3 CALCAS FEM,1A,CODIFICAÇÃO 1A,HERING KIDS,BOTTOMS,CALCAS,FEMININO,124,OUTONO 2024,CORE
58TL1AEN,58TL,KIT COM 3 CALCAS FEM,1A,CODIFICAÇÃO 1A,HERING KIDS,BOTTOMS,CALCAS,FEMININO,224,INVERNO 2024,CORE
58TN1AEN,58TN,MACACAO ML UNISSEX,1A,CODIFICAÇÃO 1A,HERING KIDS,INTEIROS,MACACOES,UNISSEX,124,OUTONO 2024,CORE
58TN1AEN,58TN,MACACAO ML UNISSEX,1A,CODIFICAÇÃO 1A,HERING KIDS,INTEIROS,MACACOES,UNISSEX,224,INVERNO 2024,CORE
58TNNKUEN,58TN,MACACAO ML UNISSEX,NKU,CINZA MEDIO,HERING KIDS,INTEIROS,MACACOES,UNISSEX,124,OUTONO 2024,CORE
58TNNKUEN,58TN,MACACAO ML UNISSEX,NKU,CINZA MEDIO,HERING KIDS,INTEIROS,MACACOES,UNISSEX,224,INVERNO 2024,CORE
58TN1BEN,58TN,MACACAO ML UNISSEX,1B,CODIFICAÇÃO 1B,HERING KIDS,INTEIROS,MACACOES,UNISSEX,424,VERAO 2024,CORE
58TNYVMEN,58TN,MACACAO ML UNISSEX,YVM,AMARELO CLARO,HERING KIDS,INTEIROS,MACACOES,UNISSEX,124,OUTONO 2024,CORE
58TNYVMEN,58TN,MACACAO ML UNISSEX,YVM,AMARELO CLARO,HERING KIDS,INTEIROS,MACACOES,UNISSEX,224,INVERNO 2024,CORE
58TNYX8EN,58TN,MACACAO ML UNISSEX,YX8,AMARELO CLARO,HERING KIDS,INTEIROS,MACACOES,UNISSEX,424,VERAO 2024,CORE
58TPA47EN,58TP,BODY ML MASC,A47,AZUL MEDIO,HERING KIDS,TOPS,BODIES,MASCULINO,124,OUTONO 2024,CORE
58TPA47EN,58TP,BODY ML MASC,A47,AZUL MEDIO,HERING KIDS,TOPS,BODIES,MASCULINO,224,INVERNO 2024,CORE
58TQN0AEN,58TQ,BODY ML FEM,N0A,BRANCO ,HERING KIDS,TOPS,BODIES,FEMININO,424,VERAO 2024,CORE
58TQN0AEN,58TQ,BODY ML FEM,N0A,BRANCO ,HERING KIDS,TOPS,BODIES,FEMININO,124,OUTONO 2024,CORE
58TQN0AEN,58TQ,BODY ML FEM,N0A,BRANCO ,HERING KIDS,TOPS,BODIES,FEMININO,224,INVERNO 2024,CORE
58TRN0AEN,58TR,BODY ML MASC,N0A,BRANCO ,HERING KIDS,TOPS,BODIES,MASCULINO,424,VERAO 2024,CORE
58TRN0AEN,58TR,BODY ML MASC,N0A,BRANCO ,HERING KIDS,TOPS,BODIES,MASCULINO,124,OUTONO 2024,CORE
58TRN0AEN,58TR,BODY ML MASC,N0A,BRANCO ,HERING KIDS,TOPS,BODIES,MASCULINO,224,INVERNO 2024,CORE
58TW1AEN,58TW,BODY ML FEM,1A,CODIFICAÇÃO 1A,HERING KIDS,TOPS,BODIES,FEMININO,424,VERAO 2024,CORE
58TW1CEN,58TW,BODY ML FEM,1C,CODIFICAÇÃO 1C,HERING KIDS,TOPS,BODIES,FEMININO,424,VERAO 2024,CORE
58TX1AEN,58TX,BANHO DE SOL SM,1A,CODIFICAÇÃO 1A,HERING KIDS,INTEIROS,MACACOES,FEMININO,424,VERAO 2024,CORE
58TX1DEN,58TX,BANHO DE SOL SM,1D,CODIFICAÇÃO 1D,HERING KIDS,INTEIROS,MACACOES,FEMININO,424,VERAO 2024,CORE
58TX1BEN,58TX,BANHO DE SOL SM,1B,CODIFICAÇÃO 1B,HERING KIDS,INTEIROS,MACACOES,FEMININO,424,VERAO 2024,CORE
58TX1CEN,58TX,BANHO DE SOL SM,1C,CODIFICAÇÃO 1C,HERING KIDS,INTEIROS,MACACOES,FEMININO,424,VERAO 2024,CORE
58U2A6YEN,58U2,BODY ML MASC,A6Y,AZUL CLARO,HERING KIDS,TOPS,BODIES,MASCULINO,424,VERAO 2024,CORE
58U2YX8EN,58U2,BODY ML MASC,YX8,AMARELO CLARO,HERING KIDS,TOPS,BODIES,MASCULINO,424,VERAO 2024,CORE
58U2NMCEN,58U2,BODY ML MASC,NMC,BEGE CLARO,HERING KIDS,TOPS,BODIES,MASCULINO,424,VERAO 2024,CORE
58U4NMCEN,58U4,BODY POLO MM MASC,NMC,BEGE CLARO,HERING KIDS,TOPS,BODIES,MASCULINO,424,VERAO 2024,CORE
58U4LMQEN,58U4,BODY POLO MM MASC,LMQ,LARANJA CLARO,HERING KIDS,TOPS,BODIES,MASCULINO,424,VERAO 2024,CORE
58U4AZ5EN,58U4,BODY POLO MM MASC,AZ5,AZUL CLARO,HERING KIDS,TOPS,BODIES,MASCULINO,424,VERAO 2024,CORE
58U51CEN,58U5,BANHO DE SOL,1C,CODIFICAÇÃO 1C,HERING KIDS,INTEIROS,MACACOES,UNISSEX,424,VERAO 2024,CORE
58U51BEN,58U5,BANHO DE SOL,1B,CODIFICAÇÃO 1B,HERING KIDS,INTEIROS,MACACOES,UNISSEX,424,VERAO 2024,CORE
58U51AEN,58U5,BANHO DE SOL,1A,CODIFICAÇÃO 1A,HERING KIDS,INTEIROS,MACACOES,UNISSEX,424,VERAO 2024,CORE
58UAAXTEN,58UA,MACACAO MASC,AXT,AZUL ESCURO,HERING KIDS,INTEIROS,MACACOES,MASCULINO,424,VERAO 2024,CORE
58UAYX7EN,58UA,MACACAO MASC,YX7,AMARELO CLARO,HERING KIDS,INTEIROS,MACACOES,MASCULINO,424,VERAO 2024,CORE
58UC1AEN,58UC,CONJUNTO UNISSEX,1A,CODIFICAÇÃO 1A,HERING KIDS,INTEIROS,CONJUNTOS,UNISSEX,424,VERAO 2024,SAZONAL
58UE1AEN,58UE,BODY + SALOPETE+FAIXA DE CABELO,1A,CODIFICAÇÃO 1A,HERING KIDS,INTEIROS,CONJUNTOS,FEMININO,424,VERAO 2024,CORE
58UT1DEN,58UT,KIT COM 2 BODIES,1D,CODIFICAÇÃO 1D,HERING KIDS,TOPS,BODIES,FEMININO,424,VERAO 2024,CORE
58UT1AEN,58UT,KIT COM 2 BODIES,1A,CODIFICAÇÃO 1A,HERING KIDS,TOPS,BODIES,FEMININO,424,VERAO 2024,CORE
58UT1BEN,58UT,KIT COM 2 BODIES,1B,CODIFICAÇÃO 1B,HERING KIDS,TOPS,BODIES,FEMININO,424,VERAO 2024,CORE
58UUN0AEN,58UU,KIT COM 2 BODIES MASC,N0A,BRANCO ,HERING KIDS,TOPS,BODIES,MASCULINO,424,VERAO 2024,CORE
58UU1BEN,58UU,KIT COM 2 BODIES MASC,1B,CODIFICAÇÃO 1B,HERING KIDS,TOPS,BODIES,MASCULINO,424,VERAO 2024,CORE
58UU1AEN,58UU,KIT COM 2 BODIES MASC,1A,CODIFICAÇÃO 1A,HERING KIDS,TOPS,BODIES,MASCULINO,424,VERAO 2024,CORE
5B5C1AEN,5B5C,CONJUNTO MM MASC,1A,CODIFICAÇÃO 1A,HERING KIDS,INTEIROS,CONJUNTOS,MASCULINO,424,VERAO 2024,CORE
5B5C1BEN,5B5C,CONJUNTO MM MASC,1B,CODIFICAÇÃO 1B,HERING KIDS,INTEIROS,CONJUNTOS,MASCULINO,424,VERAO 2024,CORE
5B5D1AEN,5B5D,CONJUNTO MM MASC,1A,CODIFICAÇÃO 1A,HERING KIDS,INTEIROS,CONJUNTOS,MASCULINO,424,VERAO 2024,CORE
5B691BEN,5B69,CONJUNTO FEM,1B,CODIFICAÇÃO 1B,HERING KIDS,INTEIROS,CONJUNTOS,FEMININO,424,VERAO 2024,CORE
5B691AEN,5B69,CONJUNTO FEM,1A,CODIFICAÇÃO 1A,HERING KIDS,INTEIROS,CONJUNTOS,FEMININO,424,VERAO 2024,CORE
5B6GXLLEN,5B6G,VESTIDO MM FEM + FAIXA,XLL,ROXO CLARO,HERING KIDS,INTEIROS,VESTIDOS,FEMININO,424,VERAO 2024,CORE
5B6GKTHEN,5B6G,VESTIDO MM FEM + FAIXA,KTH,ROSA CLARO,HERING KIDS,INTEIROS,VESTIDOS,FEMININO,424,VERAO 2024,CORE
5B7J1AEN,5B7J,MACACAO UNISSEX,1A,CODIFICAÇÃO 1A,HERING KIDS,INTEIROS,MACACOES,UNISSEX,224,INVERNO 2024,CORE
5B831AEN,5B83,CONJUNTO MM MASC,1A,CODIFICAÇÃO 1A,HERING KIDS,INTEIROS,CONJUNTOS,MASCULINO,424,VERAO 2024,CORE
5E15AXTEN,5E15,CALCA UNISSEX,AXT,AZUL ESCURO,HERING KIDS,BOTTOMS,CALCAS,UNISSEX,424,VERAO 2024,SAZONAL
5E15AXTEN,5E15,CALCA UNISSEX,AXT,AZUL ESCURO,HERING KIDS,BOTTOMS,CALCAS,UNISSEX,124,OUTONO 2024,CORE
5E15AXTEN,5E15,CALCA UNISSEX,AXT,AZUL ESCURO,HERING KIDS,BOTTOMS,CALCAS,UNISSEX,224,INVERNO 2024,SAZONAL
5E2BA6YEN,5E2B,SHORTS MASC,A6Y,AZUL CLARO,HERING KIDS,BOTTOMS,SHORTS,MASCULINO,424,VERAO 2024,CORE
5E2BAQ3EN,5E2B,SHORTS MASC,AQ3,AZUL MEDIO,HERING KIDS,BOTTOMS,SHORTS,MASCULINO,424,VERAO 2024,CORE
5E2DAZ5EN,5E2D,CALCA UNISSEX,AZ5,AZUL CLARO,HERING KIDS,BOTTOMS,CALCAS,UNISSEX,424,VERAO 2024,CORE
5E2DHLYEN,5E2D,CALCA UNISSEX,HLY,MARROM CLARO,HERING KIDS,BOTTOMS,CALCAS,UNISSEX,424,VERAO 2024,CORE
